"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa00140","hsa00140","Steroid hormone biosynthesis",3,-0.805970149253731,-1.4880078193529,0.04,0.04,0.294736842105263,17,"tags=100%, list=24%, signal=80%","1312/7364/7364"
